"";"instant";"dteday";"season";"yr";"mnth";"hr";"holiday";"weekday";"workingday";"weathersit";"temp";"atemp";"hum";"windspeed";"casual";"registered";"cnt"
"15623";15623;"2012-10-18";4;1;10;3;0;4;1;1;0,44;0,4394;0,88;0,2239;0;5;5
"15154";15154;"2012-09-28";4;1;9;14;0;5;1;2;0,7;0,6515;0,54;0,2537;105;294;399
"11657";11657;"2012-05-05";2;1;5;21;0;6;0;2;0,58;0,5455;0,78;0,2239;86;183;269
"14812";14812;"2012-09-14";3;1;9;8;0;5;1;2;0,6;0,5758;0,78;0,1642;51;715;766
"937";937;"2011-02-11";1;0;2;15;0;5;1;1;0,32;0,3182;0,21;0,1642;12;62;74
"13836";13836;"2012-08-04";3;1;8;16;0;6;0;1;0,9;0,8182;0,39;0,2985;197;253;450
"9427";9427;"2012-02-02";1;1;2;16;0;4;1;1;0,46;0,4545;0,55;0,2836;18;211;229
"6406";6406;"2011-09-29";4;0;9;11;0;4;1;1;0,62;0,6061;0,61;0,194;36;122;158
"3166";3166;"2011-05-16";2;0;5;19;0;1;1;1;0,58;0,5455;0,83;0,2537;36;272;308
"9608";9608;"2012-02-10";1;1;2;6;0;5;1;1;0,2;0,197;0,59;0,194;3;61;64
"12740";12740;"2012-06-20";2;1;6;0;0;3;1;1;0,7;0,6667;0,79;0,194;5;48;53
"13641";13641;"2012-07-27";3;1;7;13;0;5;1;1;0,84;0,7727;0,47;0,2836;83;231;314
"4701";4701;"2011-07-19";3;0;7;18;0;2;1;1;0,8;0,803;0,66;0,1343;80;450;530
"13294";13294;"2012-07-13";3;1;7;2;0;5;1;2;0,66;0,6212;0,61;0,0896;2;15;17
"7894";7894;"2011-11-30";4;0;11;13;0;3;1;2;0,38;0,3939;0,43;0,3582;16;131;147
"14033";14033;"2012-08-12";3;1;8;21;0;0;0;1;0,72;0,6667;0,51;0,0896;78;142;220
"4338";4338;"2011-07-04";3;0;7;15;1;1;0;1;0,82;0,7424;0,43;0,0896;224;184;408
"2294";2294;"2011-04-10";2;0;4;10;0;0;0;2;0,4;0,4091;0,87;0;69;81;150
"4513";4513;"2011-07-11";3;0;7;22;0;1;1;1;0,72;0,697;0,74;0,1343;20;70;90
"17007";17007;"2012-12-16";4;1;12;9;0;0;0;2;0,36;0,3485;0,87;0,1343;19;113;132
"9332";9332;"2012-01-29";1;1;1;17;0;0;0;1;0,36;0,3333;0,21;0,4179;33;201;234
"16655";16655;"2012-12-01";4;1;12;17;0;6;0;2;0,34;0,3485;0,76;0,1045;50;270;320
"7602";7602;"2011-11-18";4;0;11;8;0;5;1;1;0,22;0,2273;0,44;0,194;6;369;375
"14198";14198;"2012-08-19";3;1;8;18;0;0;0;2;0,64;0,5909;0,78;0,1045;86;291;377
"13337";13337;"2012-07-14";3;1;7;21;0;6;0;1;0,7;0,6667;0,84;0,2239;69;200;269
"953";953;"2011-02-12";1;0;2;7;0;6;0;1;0,12;0,1515;0,8;0,1045;2;9;11
"4081";4081;"2011-06-23";3;0;6;22;0;4;1;2;0,7;0,6667;0,74;0,2239;23;139;162
"11261";11261;"2012-04-19";2;1;4;9;0;4;1;2;0,46;0,4545;0,72;0;31;270;301
"3886";3886;"2011-06-15";2;0;6;19;0;3;1;1;0,7;0,6364;0,37;0,2836;54;362;416
"6470";6470;"2011-10-02";4;0;10;3;0;0;0;3;0,34;0,3182;0,87;0,2836;4;5;9
"9167";9167;"2012-01-22";1;1;1;20;0;0;0;3;0,16;0,1667;0,86;0,1642;5;69;74
"3647";3647;"2011-06-05";2;0;6;20;0;0;0;1;0,66;0,6212;0,69;0,194;84;195;279
"6932";6932;"2011-10-21";4;0;10;10;0;5;1;1;0,46;0,4545;0,51;0,1642;32;106;138
"9790";9790;"2012-02-17";1;1;2;20;0;5;1;1;0,4;0,4091;0,35;0,194;13;158;171
"1346";1346;"2011-03-01";1;0;3;8;0;2;1;1;0,2;0,1818;0,59;0,3881;10;204;214
"11174";11174;"2012-04-15";2;1;4;18;0;0;0;1;0,7;0,6364;0,42;0,2537;184;295;479
"8905";8905;"2012-01-11";1;1;1;21;0;3;1;3;0,34;0,3182;0,87;0,2239;0;29;29
"2943";2943;"2011-05-07";2;0;5;12;0;6;0;1;0,6;0,6212;0,4;0,194;129;244;373
"16800";16800;"2012-12-07";4;1;12;18;0;5;1;2;0,38;0,3939;0,71;0,1045;25;473;498
"14316";14316;"2012-08-24";3;1;8;16;0;5;1;2;0,76;0,6818;0,48;0,1343;101;414;515
"2348";2348;"2011-04-12";2;0;4;17;0;2;1;3;0,44;0,4394;0,77;0,2239;29;262;291
"3273";3273;"2011-05-21";2;0;5;6;0;6;0;1;0,5;0,4848;0,82;0,1343;6;22;28
"9168";9168;"2012-01-22";1;1;1;21;0;0;0;3;0,16;0,1818;0,86;0,1045;8;36;44
"14125";14125;"2012-08-16";3;1;8;17;0;4;1;1;0,82;0,7273;0,34;0,194;130;767;897
"6941";6941;"2011-10-21";4;0;10;19;0;5;1;2;0,44;0,4394;0,54;0,3881;25;228;253
"14108";14108;"2012-08-16";3;1;8;0;0;4;1;1;0,66;0,6212;0,69;0;13;63;76
"9530";9530;"2012-02-07";1;1;2;0;0;2;1;1;0,3;0,2879;0,7;0,194;1;22;23
"5919";5919;"2011-09-09";3;0;9;3;0;5;1;2;0,62;0,5455;0,94;0,2537;1;1;2
"16057";16057;"2012-11-06";4;1;11;17;0;2;1;1;0,32;0,303;0,53;0,2239;30;597;627
"13930";13930;"2012-08-08";3;1;8;14;0;3;1;2;0,8;0,7424;0,52;0,2537;63;173;236
"16781";16781;"2012-12-06";4;1;12;23;0;4;1;1;0,24;0,2424;0,65;0,1642;0;93;93
"2075";2075;"2011-04-01";2;0;4;7;0;5;1;3;0,24;0,2424;0,93;0;4;91;95
"1060";1060;"2011-02-16";1;0;2;21;0;3;1;1;0,36;0,3485;0,46;0,194;5;87;92
"14247";14247;"2012-08-21";3;1;8;19;0;2;1;3;0,62;0,5909;0,73;0,1045;56;420;476
"8694";8694;"2012-01-03";1;1;1;1;0;2;1;1;0,18;0,1818;0,55;0,2239;1;5;6
"521";521;"2011-01-23";1;0;1;19;0;0;0;1;0,12;0,1212;0,3;0,2836;5;45;50
"8252";8252;"2011-12-15";4;0;12;11;0;4;1;2;0,4;0,4091;0,62;0,4179;9;126;135
"12541";12541;"2012-06-11";2;1;6;17;0;1;1;2;0,8;0,7121;0,41;0,3582;85;715;800
"829";829;"2011-02-06";1;0;2;23;0;0;0;1;0,24;0,2879;0,65;0;4;26;30
"7861";7861;"2011-11-29";4;0;11;4;0;2;1;2;0,52;0,5;0,83;0,3284;1;5;6
"8447";8447;"2011-12-23";1;0;12;14;0;5;1;1;0,4;0,4091;0,54;0,4179;23;177;200
"3435";3435;"2011-05-28";2;0;5;0;0;6;0;1;0,58;0,5455;0,88;0,1343;15;79;94
"16072";16072;"2012-11-07";4;1;11;8;0;3;1;2;0,26;0,2424;0,6;0,2836;18;583;601
"14468";14468;"2012-08-31";3;1;8;0;0;5;1;1;0,68;0,6364;0,83;0,1642;13;69;82
"11167";11167;"2012-04-15";2;1;4;11;0;0;0;1;0,62;0,6212;0,46;0,2985;227;301;528
"7377";7377;"2011-11-08";4;0;11;23;0;2;1;1;0,36;0,3788;0,81;0;3;45;48
"7438";7438;"2011-11-11";4;0;11;12;1;5;0;1;0,34;0,2879;0,42;0,4627;41;198;239
"15137";15137;"2012-09-27";4;1;9;21;0;4;1;3;0,62;0,5758;0,83;0,2985;18;235;253
"15808";15808;"2012-10-25";4;1;10;20;0;4;1;2;0,52;0,5;0,88;0,1343;28;319;347
"7523";7523;"2011-11-15";4;0;11;1;0;2;1;1;0,56;0,5303;0,6;0,2985;5;5;10
"15791";15791;"2012-10-25";4;1;10;3;0;4;1;2;0,52;0,5;0,88;0,1343;0;8;8
"14011";14011;"2012-08-11";3;1;8;23;0;6;0;3;0,66;0,6061;0,78;0,1642;42;121;163
"5099";5099;"2011-08-05";3;0;8;8;0;5;1;1;0,7;0,6515;0,65;0,2239;39;415;454
"6474";6474;"2011-10-02";4;0;10;7;0;0;0;1;0,34;0,3333;0,76;0,194;5;24;29
"5473";5473;"2011-08-20";3;0;8;22;0;6;0;2;0,7;0,6667;0,74;0,194;77;146;223
"13058";13058;"2012-07-03";3;1;7;6;0;2;1;1;0,7;0,6515;0,65;0,1343;5;149;154
"3385";3385;"2011-05-25";2;0;5;22;0;3;1;1;0,66;0,6212;0,69;0,2537;34;140;174
"1410";1410;"2011-03-04";1;0;3;0;0;5;1;2;0,2;0,197;0,55;0,194;0;12;12
"1543";1543;"2011-03-09";1;0;3;15;0;3;1;2;0,36;0,3333;0,71;0,2985;15;64;79
"17120";17120;"2012-12-21";1;1;12;2;0;5;1;3;0,46;0,4545;0,94;0,3881;0;3;3
"14155";14155;"2012-08-17";3;1;8;23;0;5;1;3;0,64;0,2424;0,83;0,2239;21;100;121
"13044";13044;"2012-07-02";3;1;7;16;0;1;1;1;0,84;0,7424;0,36;0,2836;61;304;365
"448";448;"2011-01-20";1;0;1;16;0;4;1;2;0,3;0,303;0,49;0,1343;8;83;91
"14150";14150;"2012-08-17";3;1;8;18;0;5;1;2;0,82;0,2424;0,38;0,2537;108;561;669
"14443";14443;"2012-08-29";3;1;8;23;0;3;1;1;0,66;0,6212;0,57;0;34;123;157
"1251";1251;"2011-02-25";1;0;2;6;0;5;1;3;0,34;0,3485;0,93;0,0896;0;11;11
"15858";15858;"2012-10-27";4;1;10;22;0;6;0;2;0,52;0,5;0,72;0,2537;41;116;157
"16566";16566;"2012-11-27";4;1;11;23;0;2;1;2;0,26;0,2424;0,81;0,2537;3;64;67
"7852";7852;"2011-11-28";4;0;11;19;0;1;1;1;0,54;0,5152;0,73;0,2239;4;260;264
"9572";9572;"2012-02-08";1;1;2;18;0;3;1;3;0,24;0,2576;0,87;0,1045;4;163;167
"16661";16661;"2012-12-01";4;1;12;23;0;6;0;2;0,32;0,3485;0,81;0;10;116;126
"6737";6737;"2011-10-13";4;0;10;6;0;4;1;3;0,54;0,5152;1;0,0896;1;51;52
"1615";1615;"2011-03-12";1;0;3;18;0;6;0;1;0,42;0,4242;0,54;0,1642;54;91;145
"7987";7987;"2011-12-04";4;0;12;10;0;0;0;1;0,32;0,3333;0,81;0,1343;36;180;216
"15011";15011;"2012-09-22";3;1;9;15;0;6;0;1;0,74;0,6667;0,48;0,3881;307;443;750
"7495";7495;"2011-11-13";4;0;11;21;0;0;0;1;0,48;0,4697;0,36;0,2537;19;76;95
"9676";9676;"2012-02-13";1;1;2;2;0;1;1;1;0,14;0,1364;0,46;0,194;0;4;4
"2095";2095;"2011-04-02";2;0;4;3;0;6;0;1;0,24;0,2424;0,7;0,1642;1;8;9
"6575";6575;"2011-10-06";4;0;10;12;0;4;1;1;0,56;0,5303;0,49;0,0896;46;180;226
"13708";13708;"2012-07-30";3;1;7;8;0;1;1;2;0,72;0,697;0,74;0,1045;31;720;751
"12867";12867;"2012-06-25";3;1;6;7;0;1;1;1;0,66;0,6212;0,74;0,2239;30;455;485
"1982";1982;"2011-03-28";2;0;3;10;0;1;1;1;0,24;0,2273;0,3;0,194;22;47;69
"11315";11315;"2012-04-21";2;1;4;15;0;6;0;1;0,72;0,6515;0,39;0,2537;267;361;628
"490";490;"2011-01-22";1;0;1;11;0;6;0;2;0,06;0,0758;0,38;0,1343;4;59;63
"4577";4577;"2011-07-14";3;0;7;14;0;4;1;1;0,74;0,6515;0,35;0,2836;49;129;178
"14029";14029;"2012-08-12";3;1;8;17;0;0;0;1;0,8;0,697;0,33;0;186;319;505
"5100";5100;"2011-08-05";3;0;8;9;0;5;1;1;0,72;0,6667;0,58;0,1045;43;183;226
"11712";11712;"2012-05-08";2;1;5;4;0;2;1;2;0,52;0,5;0,68;0,3284;0;5;5
"819";819;"2011-02-06";1;0;2;13;0;0;0;1;0,34;0,3636;0,46;0;47;135;182
"6399";6399;"2011-09-29";4;0;9;4;0;4;1;2;0,6;0,5455;0,88;0,194;2;5;7
"10551";10551;"2012-03-20";1;1;3;17;0;2;1;1;0,6;0,5909;0,73;0,194;108;642;750
"14889";14889;"2012-09-17";3;1;9;13;0;1;1;1;0,64;0,6061;0,65;0,2537;112;231;343
"15986";15986;"2012-11-03";4;1;11;18;0;6;0;2;0,36;0,3333;0,46;0,2836;58;239;297
"13087";13087;"2012-07-04";3;1;7;11;1;3;0;1;0,82;0,7576;0,46;0,1343;164;321;485
"12315";12315;"2012-06-02";2;1;6;7;0;6;0;1;0,52;0,5;0,72;0,1045;9;77;86
"13222";13222;"2012-07-10";3;1;7;2;0;2;1;1;0,7;0,6667;0,74;0,1343;1;15;16
"8681";8681;"2012-01-02";1;1;1;12;1;1;0;1;0,28;0,2727;0,36;0,2537;41;161;202
"962";962;"2011-02-12";1;0;2;16;0;6;0;1;0,34;0,303;0,29;0,4179;42;103;145
"11077";11077;"2012-04-11";2;1;4;17;0;3;1;1;0,42;0,4242;0,35;0,3881;52;527;579
"5560";5560;"2011-08-24";3;0;8;13;0;3;1;1;0,76;0,6818;0,48;0,4179;56;180;236
"7428";7428;"2011-11-11";4;0;11;2;1;5;0;1;0,32;0,2879;0,57;0,2836;1;10;11
"949";949;"2011-02-12";1;0;2;3;0;6;0;1;0,12;0,197;0,8;0;3;7;10
"895";895;"2011-02-09";1;0;2;18;0;3;1;2;0,18;0,1667;0,47;0,2985;2;168;170
"13239";13239;"2012-07-10";3;1;7;19;0;2;1;3;0,7;0,6667;0,74;0,2239;55;359;414
"777";777;"2011-02-04";1;0;2;19;0;5;1;2;0,24;0,2424;0,65;0,1343;1;102;103
"16649";16649;"2012-12-01";4;1;12;11;0;6;0;2;0,32;0,3333;0,76;0,1045;74;318;392
"3549";3549;"2011-06-01";2;0;6;18;0;3;1;3;0,82;0,7879;0,56;0,3881;31;278;309
"7529";7529;"2011-11-15";4;0;11;7;0;2;1;2;0,54;0,5152;0,68;0,1642;21;298;319
"14813";14813;"2012-09-14";3;1;9;9;0;5;1;2;0,62;0,5909;0,78;0,1642;46;301;347
"6576";6576;"2011-10-06";4;0;10;13;0;4;1;1;0,56;0,5303;0,46;0,0896;33;158;191
"14170";14170;"2012-08-18";3;1;8;14;0;6;0;1;0,76;0,6667;0,37;0,2836;242;356;598
"15293";15293;"2012-10-04";4;1;10;9;0;4;1;2;0,64;0,5758;0,89;0,194;40;319;359
"7281";7281;"2011-11-04";4;0;11;23;0;5;1;1;0,32;0,303;0,49;0,3284;17;72;89
"3935";3935;"2011-06-17";2;0;6;20;0;5;1;1;0,64;0,5909;0,78;0,1045;40;192;232
"4976";4976;"2011-07-31";3;0;7;5;0;0;0;1;0,72;0,6818;0,69;0;4;4;8
"16383";16383;"2012-11-20";4;1;11;8;0;2;1;1;0,34;0,3333;0,71;0,1343;16;649;665
"10810";10810;"2012-03-31";2;1;3;12;0;6;0;1;0,48;0,4697;0,67;0;263;358;621
"3423";3423;"2011-05-27";2;0;5;12;0;5;1;2;0,76;0,697;0,55;0,2985;53;190;243
"14221";14221;"2012-08-20";3;1;8;17;0;1;1;1;0,7;0,6515;0,58;0,2836;83;810;893
"12937";12937;"2012-06-28";3;1;6;5;0;4;1;1;0,62;0,6212;0,57;0,0896;8;39;47
"65";65;"2011-01-03";1;0;1;19;0;1;1;1;0,2;0,2576;0,47;0;8;102;110
"16011";16011;"2012-11-04";4;1;11;19;0;0;0;1;0,36;0,3333;0,43;0,2537;24;203;227
"7784";7784;"2011-11-25";4;0;11;22;0;5;1;1;0,34;0,3485;0,71;0,0896;12;46;58
"8228";8228;"2011-12-14";4;0;12;11;0;3;1;2;0,34;0,3636;0,55;0;12;103;115
"12500";12500;"2012-06-10";2;1;6;0;0;0;0;1;0,66;0,6212;0,69;0,1045;33;125;158
"17024";17024;"2012-12-17";4;1;12;2;0;1;1;2;0,38;0,3939;0,94;0;1;4;5
"13881";13881;"2012-08-06";3;1;8;13;0;1;1;1;0,8;0,7424;0,49;0,2239;85;204;289
"16967";16967;"2012-12-14";4;1;12;17;0;5;1;1;0,34;0,3333;0,57;0,1642;40;582;622
"14139";14139;"2012-08-17";3;1;8;7;0;5;1;1;0,64;0,2424;0,73;0,1045;11;368;379
"15422";15422;"2012-10-09";4;1;10;18;0;2;1;2;0,5;0,4848;0,72;0,2239;26;758;784
"11727";11727;"2012-05-08";2;1;5;19;0;2;1;2;0,64;0,6061;0,69;0,2836;59;399;458
"10361";10361;"2012-03-12";1;1;3;19;0;1;1;2;0,56;0,5303;0,49;0,2239;67;379;446
"7624";7624;"2011-11-19";4;0;11;6;0;6;0;1;0,24;0,2121;0,6;0,3284;2;10;12
"1180";1180;"2011-02-21";1;0;2;22;1;1;0;3;0,2;0,1667;0,75;0,4179;0;11;11
"2338";2338;"2011-04-12";2;0;4;7;0;2;1;2;0,54;0,5152;0,68;0,2239;12;177;189
"7312";7312;"2011-11-06";4;0;11;6;0;0;0;1;0,26;0,2879;0,81;0,0896;5;11;16
"15958";15958;"2012-11-02";4;1;11;14;0;5;1;2;0,4;0,4091;0,4;0,4925;63;199;262
"16758";16758;"2012-12-06";4;1;12;0;0;4;1;1;0,26;0,2424;0,48;0,2836;1;43;44
"11250";11250;"2012-04-18";2;1;4;22;0;3;1;2;0,42;0,4242;0,77;0,0896;9;153;162
"8702";8702;"2012-01-03";1;1;1;9;0;2;1;1;0,16;0,1364;0,5;0,2836;8;145;153
"16135";16135;"2012-11-10";4;1;11;0;0;6;0;1;0,32;0,3333;0,76;0,0896;16;106;122
"4801";4801;"2011-07-23";3;0;7;22;0;6;0;1;0,8;0,7727;0,59;0,194;37;88;125
"13241";13241;"2012-07-10";3;1;7;21;0;2;1;3;0,64;0,5758;0,89;0,1045;7;83;90
"13194";13194;"2012-07-08";3;1;7;22;0;0;0;3;0,74;0,697;0,7;0,0896;12;110;122
"2449";2449;"2011-04-16";2;0;4;22;0;6;0;3;0,42;0,4242;1;0;2;22;24
"4825";4825;"2011-07-24";3;0;7;22;0;0;0;1;0,78;0,7576;0,66;0;23;75;98
"8950";8950;"2012-01-13";1;1;1;18;0;5;1;1;0,26;0,2273;0,38;0,2985;7;294;301
"11546";11546;"2012-05-01";2;1;5;6;0;2;1;3;0,52;0,5;0,77;0,1045;2;24;26
"8475";8475;"2011-12-24";1;0;12;18;0;6;0;1;0,3;0,3182;0,42;0,0896;2;33;35
"14823";14823;"2012-09-14";3;1;9;19;0;5;1;1;0,68;0,6364;0,57;0,1642;83;496;579
"5654";5654;"2011-08-29";3;0;8;0;0;1;1;1;0,62;0,5909;0,73;0,1045;13;21;34
"11869";11869;"2012-05-14";2;1;5;17;0;1;1;3;0,56;0,5303;0,88;0,2537;25;204;229
"11741";11741;"2012-05-09";2;1;5;9;0;3;1;2;0,6;0,5606;0,83;0;40;285;325
"10103";10103;"2012-03-02";1;1;3;0;0;5;1;1;0,34;0,3333;0,53;0,1642;1;45;46
"879";879;"2011-02-09";1;0;2;1;0;3;1;1;0,1;0,1061;0,36;0,2239;0;7;7
"13788";13788;"2012-08-02";3;1;8;16;0;4;1;1;0,82;0,7576;0,46;0,194;71;335;406
"9410";9410;"2012-02-01";1;1;2;23;0;3;1;1;0,46;0,4545;0,63;0,0896;22;75;97
"5246";5246;"2011-08-11";3;0;8;11;0;4;1;1;0,76;0,6667;0,35;0,2537;59;128;187
"3248";3248;"2011-05-20";2;0;5;5;0;5;1;1;0,44;0,4394;0,94;0,1045;0;28;28
"8101";8101;"2011-12-09";4;0;12;4;0;5;1;1;0,22;0,2727;0,8;0;1;1;2
"14918";14918;"2012-09-18";3;1;9;18;0;2;1;2;0,6;0,5455;0,88;0,1642;19;262;281
"704";704;"2011-02-01";1;0;2;16;0;2;1;2;0,24;0,2424;0,75;0,1343;3;61;64
"12262";12262;"2012-05-31";2;1;5;2;0;4;1;1;0,64;0,6061;0,65;0,0896;6;8;14
"6511";6511;"2011-10-03";4;0;10;20;0;1;1;3;0,4;0,4091;0,82;0;13;191;204
"8827";8827;"2012-01-08";1;1;1;14;0;0;0;1;0,4;0,4091;0,4;0,194;75;253;328
"1952";1952;"2011-03-27";2;0;3;2;0;0;0;3;0,22;0,2273;0,55;0,194;6;15;21
"12162";12162;"2012-05-26";2;1;5;22;0;6;0;1;0,7;0,6667;0,74;0,2537;86;118;204
"13412";13412;"2012-07-18";3;1;7;0;0;3;1;1;0,76;0,7273;0,66;0,1642;8;45;53
"16632";16632;"2012-11-30";4;1;11;18;0;5;1;2;0,34;0,3636;0,61;0;20;489;509
"16761";16761;"2012-12-06";4;1;12;3;0;4;1;1;0,22;0,2273;0,55;0,194;0;2;2
"4431";4431;"2011-07-08";3;0;7;12;0;5;1;2;0,76;0,7273;0,7;0,2836;49;164;213
"2245";2245;"2011-04-08";2;0;4;9;0;5;1;2;0,36;0,3485;0,76;0,194;17;168;185
"12066";12066;"2012-05-22";2;1;5;22;0;2;1;1;0,62;0,5909;0,73;0,0896;17;157;174
"8932";8932;"2012-01-13";1;1;1;0;0;5;1;2;0,4;0,4091;0,71;0,2836;4;38;42
"13080";13080;"2012-07-04";3;1;7;4;1;3;0;1;0,68;0,6364;0,69;0,2537;5;11;16
"16496";16496;"2012-11-25";4;1;11;1;0;0;0;1;0,22;0,2273;0,44;0,194;4;32;36
"5373";5373;"2011-08-16";3;0;8;18;0;2;1;1;0,76;0,6818;0,45;0,2239;54;516;570
"10594";10594;"2012-03-22";2;1;3;12;0;4;1;2;0,54;0,5152;0,88;0,194;48;224;272
"457";457;"2011-01-21";1;0;1;1;0;5;1;2;0,24;0,2273;0,7;0,2537;0;6;6
"1801";1801;"2011-03-20";1;0;3;17;0;0;0;1;0,4;0,4091;0,35;0,2836;83;143;226
"540";540;"2011-01-24";1;0;1;15;0;1;1;1;0,16;0,1667;0,4;0,1642;7;50;57
"10149";10149;"2012-03-03";1;1;3;22;0;6;0;1;0,44;0,4394;0,21;0,1343;19;115;134
"2560";2560;"2011-04-21";2;0;4;13;0;4;1;1;0,48;0,4697;0,33;0,3284;55;122;177
"7807";7807;"2011-11-26";4;0;11;21;0;6;0;2;0,38;0,3939;0,82;0;20;72;92
"9885";9885;"2012-02-21";1;1;2;21;0;2;1;1;0,34;0,3333;0,61;0,1642;7;147;154
"3405";3405;"2011-05-26";2;0;5;18;0;4;1;1;0,8;0,7273;0,46;0,3284;74;404;478
"16150";16150;"2012-11-10";4;1;11;15;0;6;0;1;0,52;0,5;0,45;0;216;351;567
"10592";10592;"2012-03-22";2;1;3;10;0;4;1;2;0,5;0,4848;1;0,0896;32;110;142
"9697";9697;"2012-02-13";1;1;2;23;0;1;1;1;0,28;0,3182;0,41;0;2;34;36
"8237";8237;"2011-12-14";4;0;12;20;0;3;1;2;0,34;0,3485;0,66;0,1045;6;169;175
"3578";3578;"2011-06-02";2;0;6;23;0;4;1;1;0,62;0,6212;0,35;0,2239;23;89;112
"821";821;"2011-02-06";1;0;2;15;0;0;0;1;0,34;0,3485;0,46;0,0896;52;130;182
"6386";6386;"2011-09-28";4;0;9;15;0;3;1;1;0,7;0,6515;0,7;0,1343;35;146;181
"7401";7401;"2011-11-09";4;0;11;23;0;3;1;1;0,38;0,3939;0,87;0;5;61;66
"15100";15100;"2012-09-26";4;1;9;8;0;3;1;1;0,56;0,5303;0,73;0,2985;30;808;838
"10019";10019;"2012-02-27";1;1;2;11;0;1;1;1;0,36;0,3333;0,43;0,2537;11;92;103
"841";841;"2011-02-07";1;0;2;11;0;1;1;1;0,3;0,3182;0,65;0,0896;11;36;47
"3555";3555;"2011-06-02";2;0;6;0;0;4;1;1;0,74;0,6515;0,4;0,3582;11;31;42
"1575";1575;"2011-03-11";1;0;3;1;0;5;1;3;0,34;0,3485;1;0,1045;0;8;8
"3352";3352;"2011-05-24";2;0;5;13;0;2;1;1;0,78;0,697;0,46;0,2537;38;152;190
"6601";6601;"2011-10-07";4;0;10;14;0;5;1;1;0,62;0,6212;0,5;0;77;179;256
"2935";2935;"2011-05-07";2;0;5;4;0;6;0;1;0,4;0,4091;0,82;0,1045;1;4;5
"6973";6973;"2011-10-23";4;0;10;3;0;0;0;1;0,34;0,3636;0,87;0;15;31;46
"4938";4938;"2011-07-29";3;0;7;15;0;5;1;1;0,96;0,8636;0,3;0,2537;40;129;169
"15794";15794;"2012-10-25";4;1;10;6;0;4;1;2;0,52;0,5;0,88;0,194;3;168;171
"10527";10527;"2012-03-19";1;1;3;17;0;1;1;1;0,64;0,6212;0,53;0,2239;106;615;721
"13144";13144;"2012-07-06";3;1;7;20;0;5;1;1;0,86;0,7727;0,39;0,1045;91;245;336
"10718";10718;"2012-03-27";2;1;3;16;0;2;1;1;0,42;0,4242;0,2;0;38;267;305
"9191";9191;"2012-01-23";1;1;1;20;0;1;1;2;0,26;0,2576;1;0,1642;8;161;169
"5801";5801;"2011-09-04";3;0;9;3;0;0;0;1;0,64;0,5758;0,89;0,194;20;23;43
"454";454;"2011-01-20";1;0;1;22;0;4;1;2;0,24;0,2121;0,65;0,2836;0;56;56
"5237";5237;"2011-08-11";3;0;8;2;0;4;1;1;0,66;0,6212;0,54;0,1343;3;8;11
"11484";11484;"2012-04-28";2;1;4;16;0;6;0;2;0,44;0,4394;0,38;0,194;132;244;376
"10160";10160;"2012-03-04";1;1;3;9;0;0;0;1;0,3;0,2727;0,49;0,4478;14;104;118
"11478";11478;"2012-04-28";2;1;4;10;0;6;0;2;0,38;0,3939;0,4;0,1642;60;231;291
"15408";15408;"2012-10-09";4;1;10;4;0;2;1;3;0,36;0,3485;0,87;0,1642;1;6;7
"9512";9512;"2012-02-06";1;1;2;6;0;1;1;1;0,16;0,1818;0,86;0,1045;0;72;72
"6641";6641;"2011-10-09";4;0;10;6;0;0;0;1;0,44;0,4394;0,88;0;7;14;21
"14934";14934;"2012-09-19";3;1;9;10;0;3;1;1;0,56;0,5303;0,52;0,194;23;169;192
"14426";14426;"2012-08-29";3;1;8;6;0;3;1;1;0,6;0,5909;0,73;0,194;6;175;181
"11665";11665;"2012-05-06";2;1;5;5;0;0;0;3;0,52;0,5;0,83;0,1642;1;10;11
"7969";7969;"2011-12-03";4;0;12;16;0;6;0;1;0,38;0,3939;0,46;0;75;230;305
"14094";14094;"2012-08-15";3;1;8;10;0;3;1;2;0,72;0,6818;0,62;0,194;70;163;233
"1257";1257;"2011-02-25";1;0;2;12;0;5;1;3;0,54;0,5152;0,6;0,4627;20;95;115
"6090";6090;"2011-09-16";3;0;9;7;0;5;1;1;0,4;0,4091;0,71;0,2836;16;283;299
"2852";2852;"2011-05-03";2;0;5;17;0;2;1;1;0,7;0,6515;0,54;0,4627;53;464;517
"13470";13470;"2012-07-20";3;1;7;10;0;5;1;2;0,7;0,6667;0,79;0,1642;51;182;233
"15009";15009;"2012-09-22";3;1;9;13;0;6;0;1;0,74;0,6667;0,51;0,3582;273;434;707
"13840";13840;"2012-08-04";3;1;8;20;0;6;0;1;0,82;0,7727;0,52;0,2985;117;195;312
"5937";5937;"2011-09-09";3;0;9;21;0;5;1;1;0,66;0,5909;0,89;0;49;154;203
"2584";2584;"2011-04-22";2;0;4;13;0;5;1;3;0,34;0,3333;0,87;0,194;3;37;40
"8529";8529;"2011-12-27";1;0;12;2;0;2;1;1;0,26;0,2727;0,7;0,1343;2;2;4
"6402";6402;"2011-09-29";4;0;9;7;0;4;1;1;0,6;0,5455;0,88;0,1343;14;269;283
"15206";15206;"2012-09-30";4;1;9;18;0;0;0;1;0,52;0,5;0,59;0,4478;91;310;401
"9546";9546;"2012-02-07";1;1;2;16;0;2;1;1;0,44;0,4394;0,35;0,2537;19;257;276
"11565";11565;"2012-05-02";2;1;5;1;0;3;1;1;0,56;0,5303;0,83;0;8;7;15
